culture,met,rep,frac_slope
Monoculture,45,8,0.11428723846837305
Monoculture,45,9,0.11776499270332604
Monoculture,50,0,0.1210993996650651
Monoculture,50,1,0.11992838743691026
Monoculture,50,2,0.11963838616818723
Monoculture,50,3,0.11516983686628789
Monoculture,50,4,0.11791202907682233
Monoculture,50,5,0.11497473147790163
Monoculture,50,6,0.12745839322695074
Monoculture,50,7,0.11516544986477804
Monoculture,50,8,0.11037471219050389
Monoculture,50,9,0.14396259262220523
Monoculture,55,0,0.11883143691035358
Monoculture,55,1,0.12244296328749517
Monoculture,55,2,0.11879815640421089
Monoculture,55,3,0.11839011326274196
Monoculture,55,4,0.10460247127134639
Monoculture,55,5,0.11416995943939573
Monoculture,55,6,0.11789284942044731
Monoculture,55,7,0.12192308163422859
Monoculture,55,8,0.11291360180726565
Monoculture,55,9,0.11351510692856454
Monoculture,60,0,0.11279567120380508
Monoculture,60,1,0.1236157641586644
Monoculture,60,2,0.11931321881289038
Monoculture,60,3,0.11833236418410718
Monoculture,60,4,0.10586185184726085
Monoculture,60,5,0.1103640035881054
Monoculture,60,6,0.12081532867171425
Monoculture,60,7,0.1143615139363996
Monoculture,60,8,0.12079048255230432
Monoculture,60,9,0.11224487389542703
Monoculture,65,0,0.1142573957481674
Monoculture,65,1,0.11436449764121531
Monoculture,65,2,0.1214938692261808
Monoculture,65,3,0.1135559423726758
Monoculture,65,4,0.11511986349178353
Monoculture,65,5,0.10831571374068812
Monoculture,65,6,0.14333321831136878
Monoculture,65,7,0.11192838080520917
Monoculture,65,8,0.11564658655307605
Monoculture,65,9,0.11587599471811409
Monoculture,70,0,0.12323910841920123
Monoculture,70,1,0.114737850554884
Monoculture,70,2,0.11158272444269879
Monoculture,70,3,0.10566369560333876
Monoculture,70,4,0.11910442799236268
Monoculture,70,5,0.11061498369914836
Monoculture,70,6,0.12470603649310387
Monoculture,70,7,0.11650380276169127
Monoculture,70,8,0.1306065848242389
Monoculture,70,9,0.12829902442352412
Monoculture,75,0,0.1211352044946201
Monoculture,75,1,0.11896495393342828
Monoculture,75,2,0.1287917800941171
Monoculture,75,3,0.1258664525978051
Monoculture,75,4,0.12238613223968658
Monoculture,75,5,0.13834999406424972
Monoculture,75,6,0.11873257438547687
Monoculture,75,7,0.1254345749949361
Monoculture,75,8,0.13503691782777905
Monoculture,75,9,0.11109194035265597
Monoculture,80,0,0.12222636483734128
Monoculture,80,1,0.1201088181761815
Monoculture,80,2,0.12173278200112812
Monoculture,80,3,0.11118010015646777
Monoculture,80,4,0.10891718911130925
Monoculture,80,5,0.13111288920786304
Monoculture,80,6,0.1275460975737787
Monoculture,80,7,0.11154344188622171
Monoculture,80,8,0.11882563257484346
Monoculture,80,9,0.11603033021570952
Monoculture,85,0,0.11785805187149252
Monoculture,85,1,0.12445039419137238
Monoculture,85,2,0.12222345150968959
Monoculture,85,3,0.12760872454985253
Monoculture,85,4,0.11896820723211407
Monoculture,85,5,0.10851744223338715
Monoculture,85,6,0.12096172790919522
Monoculture,85,7,0.1156614805917945
Monoculture,85,8,0.14807595338969173
Monoculture,85,9,0.11958701307658948
Monoculture,90,0,0.14314051094044344
Monoculture,90,1,0.11313016533040551
Monoculture,90,2,0.12487355077609806
Monoculture,90,3,0.11206047931491608
Monoculture,90,4,0.12517415905504062
Monoculture,90,5,0.11972769895685054
Monoculture,90,6,0.12566702084129808
Monoculture,90,7,0.11742785706189322
Monoculture,90,8,0.11692229531726271
Monoculture,90,9,0.12067532381673078
Monoculture,95,0,0.12481221849373461
Monoculture,95,1,0.11449467132521796
Monoculture,95,2,0.10873370366364682
Monoculture,95,3,0.11890455679183351
Monoculture,95,4,0.12681774322659156
Monoculture,95,5,0.11054452702657347
Monoculture,95,6,0.11622017225852253
Monoculture,95,7,0.12058529511542694
Monoculture,95,8,0.1208384159416334
Monoculture,95,9,0.11369735944780371
